timestamp,weather_zone,ghi_wm2,dni_wm2,dhi_wm2,temperature_c,cloud_cover_pct,rainfall_mm,wind_speed_ms,weather_quality_flag
2026-05-15T00:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.2,71.2,0.0,4.3,GOOD
2026-05-15T00:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,70.5,0.0,4.3,GOOD
2026-05-15T00:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,78.2,0.0,4.0,GOOD
2026-05-15T00:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,72.2,0.0,3.4,GOOD
2026-05-15T01:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.1,75.7,0.0,3.8,GOOD
2026-05-15T01:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.8,77.1,0.0,2.9,GOOD
2026-05-15T01:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,80.6,0.0,4.2,GOOD
2026-05-15T01:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,80.9,0.0,4.0,GOOD
2026-05-15T02:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.2,78.3,0.0,3.1,GOOD
2026-05-15T02:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.3,85.7,0.0,4.6,GOOD
2026-05-15T02:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.0,86.6,0.0,3.6,GOOD
2026-05-15T02:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.3,91.2,0.0,4.6,GOOD
2026-05-15T03:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.6,94.2,0.0,4.6,GOOD
2026-05-15T03:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,95.5,0.0,5.2,GOOD
2026-05-15T03:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.2,86.9,0.0,3.4,GOOD
2026-05-15T03:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,87.1,0.0,4.1,GOOD
2026-05-15T04:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,89.6,0.0,4.4,GOOD
2026-05-15T04:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.9,82.4,0.0,4.2,GOOD
2026-05-15T04:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.9,78.0,0.0,3.0,GOOD
2026-05-15T04:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.5,74.4,0.0,3.5,GOOD
2026-05-15T05:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.5,73.7,0.0,4.3,GOOD
2026-05-15T05:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.3,69.9,0.0,4.5,GOOD
2026-05-15T05:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.1,65.8,0.0,4.2,GOOD
2026-05-15T05:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.3,66.4,0.0,3.6,GOOD
2026-05-15T06:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.3,64.5,0.0,4.1,GOOD
2026-05-15T06:15:00+05:30,PUNE_WEST,14.7,48.0,8.8,22.6,69.4,0.0,3.7,GOOD
2026-05-15T06:30:00+05:30,PUNE_WEST,31.5,104.1,18.8,24.9,68.8,0.0,3.3,GOOD
2026-05-15T06:45:00+05:30,PUNE_WEST,63.6,164.3,37.9,24.2,68.6,0.0,2.7,GOOD
2026-05-15T07:00:00+05:30,PUNE_WEST,95.2,174.6,57.7,24.1,70.1,0.0,4.6,GOOD
2026-05-15T07:15:00+05:30,PUNE_WEST,137.9,195.8,84.4,26.0,71.1,0.0,3.3,GOOD
2026-05-15T07:30:00+05:30,PUNE_WEST,170.8,199.8,104.8,24.7,71.3,0.0,3.7,GOOD
2026-05-15T07:45:00+05:30,PUNE_WEST,232.1,233.5,141.8,26.7,70.9,0.0,3.9,GOOD
2026-05-15T08:00:00+05:30,PUNE_WEST,234.1,209.2,141.7,26.6,70.0,0.0,3.5,GOOD
2026-05-15T08:15:00+05:30,PUNE_WEST,284.0,239.1,165.6,25.8,66.6,0.0,2.8,GOOD
2026-05-15T08:30:00+05:30,PUNE_WEST,305.1,222.0,183.6,26.2,69.5,0.0,4.0,GOOD
2026-05-15T08:45:00+05:30,PUNE_WEST,334.3,217.1,204.7,27.1,71.1,0.0,3.3,GOOD
2026-05-15T09:00:00+05:30,PUNE_WEST,383.0,229.1,235.2,26.9,71.4,0.0,4.2,GOOD
2026-05-15T09:15:00+05:30,PUNE_WEST,378.5,201.5,239.4,28.4,74.2,0.0,3.5,GOOD
2026-05-15T09:30:00+05:30,PUNE_WEST,434.8,221.4,272.4,28.8,73.3,0.0,3.3,GOOD
2026-05-15T09:45:00+05:30,PUNE_WEST,443.5,213.8,278.0,29.1,73.4,0.0,3.8,GOOD
2026-05-15T10:00:00+05:30,PUNE_WEST,487.1,245.2,288.0,28.6,67.9,0.0,3.8,GOOD
2026-05-15T10:15:00+05:30,PUNE_WEST,544.8,270.2,316.2,28.8,66.2,0.0,3.9,GOOD
2026-05-15T10:30:00+05:30,PUNE_WEST,540.0,256.9,314.5,30.2,66.5,0.0,4.5,GOOD
2026-05-15T10:45:00+05:30,PUNE_WEST,576.8,265.4,336.6,30.8,66.7,0.0,2.8,GOOD
2026-05-15T11:00:00+05:30,PUNE_WEST,587.6,251.4,353.9,30.0,69.6,0.0,5.8,GOOD
2026-05-15T11:15:00+05:30,PUNE_WEST,513.3,199.9,323.3,29.9,73.8,0.0,4.0,GOOD
2026-05-15T11:30:00+05:30,PUNE_WEST,549.6,202.7,353.4,30.2,75.8,0.0,3.2,GOOD
2026-05-15T11:45:00+05:30,PUNE_WEST,532.6,189.0,347.0,31.8,77.2,0.0,4.5,GOOD
2026-05-15T12:00:00+05:30,PUNE_WEST,536.5,188.5,349.6,30.6,77.2,0.0,3.8,GOOD
2026-05-15T12:15:00+05:30,PUNE_WEST,563.1,207.6,356.0,31.7,74.2,0.0,3.8,GOOD
2026-05-15T12:30:00+05:30,PUNE_WEST,619.0,233.4,385.6,32.3,72.8,0.0,3.8,GOOD
2026-05-15T12:45:00+05:30,PUNE_WEST,581.0,220.5,360.9,30.8,72.5,0.0,3.9,GOOD
2026-05-15T13:00:00+05:30,PUNE_WEST,530.6,177.6,354.2,32.1,79.6,0.0,5.0,GOOD
2026-05-15T13:15:00+05:30,PUNE_WEST,502.5,173.5,331.8,30.2,78.5,0.0,3.9,GOOD
2026-05-15T13:30:00+05:30,PUNE_WEST,505.3,170.9,339.4,31.1,80.3,0.0,4.0,GOOD
2026-05-15T13:45:00+05:30,PUNE_WEST,446.3,148.3,304.9,30.8,82.0,0.0,3.9,GOOD
2026-05-15T14:00:00+05:30,PUNE_WEST,401.3,130.0,280.0,31.2,84.2,0.0,3.4,GOOD
2026-05-15T14:15:00+05:30,PUNE_WEST,466.3,166.3,315.0,32.1,80.9,0.0,3.3,GOOD
2026-05-15T14:30:00+05:30,PUNE_WEST,441.7,161.8,299.0,29.9,81.1,0.0,4.1,GOOD
2026-05-15T14:45:00+05:30,PUNE_WEST,371.7,132.9,258.5,30.5,83.9,0.0,3.0,GOOD
2026-05-15T15:00:00+05:30,PUNE_WEST,342.3,123.3,241.6,29.7,85.5,0.0,4.2,GOOD
2026-05-15T15:15:00+05:30,PUNE_WEST,275.9,90.7,205.1,30.5,91.3,0.0,5.1,GOOD
2026-05-15T15:30:00+05:30,PUNE_WEST,200.0,61.7,154.4,28.5,95.7,0.0,3.7,GOOD
2026-05-15T15:45:00+05:30,PUNE_WEST,242.6,88.6,180.8,30.0,91.6,0.0,3.8,GOOD
2026-05-15T16:00:00+05:30,PUNE_WEST,260.2,115.5,184.9,28.9,86.2,0.0,4.9,GOOD
2026-05-15T16:15:00+05:30,PUNE_WEST,244.4,117.3,173.4,28.6,86.1,0.0,2.9,GOOD
2026-05-15T16:30:00+05:30,PUNE_WEST,217.4,110.7,155.9,28.0,87.3,0.0,4.1,GOOD
2026-05-15T16:45:00+05:30,PUNE_WEST,208.4,124.7,145.7,27.6,84.4,0.0,3.5,GOOD
2026-05-15T17:00:00+05:30,PUNE_WEST,185.2,131.0,126.2,26.5,81.8,0.0,3.8,GOOD
2026-05-15T17:15:00+05:30,PUNE_WEST,165.0,138.9,110.0,27.9,79.5,0.0,3.4,GOOD
2026-05-15T17:30:00+05:30,PUNE_WEST,149.4,148.7,98.9,27.5,78.8,0.0,3.7,GOOD
2026-05-15T17:45:00+05:30,PUNE_WEST,109.9,133.4,72.2,28.0,78.0,0.0,3.8,GOOD
2026-05-15T18:00:00+05:30,PUNE_WEST,107.8,169.8,69.7,26.0,76.4,0.0,3.6,GOOD
2026-05-15T18:15:00+05:30,PUNE_WEST,70.0,147.4,45.6,26.0,77.0,0.0,2.0,GOOD
2026-05-15T18:30:00+05:30,PUNE_WEST,14.6,41.4,9.6,25.3,77.8,0.0,3.3,GOOD
2026-05-15T18:45:00+05:30,PUNE_WEST,25.0,68.9,16.6,24.7,79.0,0.0,2.7,GOOD
2026-05-15T19:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.5,80.7,0.0,4.1,GOOD
2026-05-15T19:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.4,80.0,0.0,4.4,GOOD
2026-05-15T19:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.6,82.1,0.0,3.8,GOOD
2026-05-15T19:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.1,89.6,0.0,5.3,GOOD
2026-05-15T20:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.4,87.6,0.0,4.9,GOOD
2026-05-15T20:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.6,81.8,0.0,4.2,GOOD
2026-05-15T20:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,84.4,0.0,4.5,GOOD
2026-05-15T20:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,80.7,0.0,2.8,GOOD
2026-05-15T21:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,77.1,0.0,4.0,GOOD
2026-05-15T21:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.1,78.6,0.0,3.8,GOOD
2026-05-15T21:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.0,75.7,0.0,3.4,GOOD
2026-05-15T21:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.1,71.8,0.0,2.6,GOOD
2026-05-15T22:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.0,75.6,0.0,4.4,GOOD
2026-05-15T22:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.0,69.9,0.0,3.1,GOOD
2026-05-15T22:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.2,69.8,0.0,3.3,GOOD
2026-05-15T22:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.0,65.2,0.0,5.2,GOOD
2026-05-15T23:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,20,68.8,0.0,3.0,GOOD
2026-05-15T23:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.6,71.0,0.0,5.5,GOOD
2026-05-15T23:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.5,66.0,0.0,3.3,GOOD
2026-05-15T23:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.1,68.8,0.0,3.9,GOOD
2026-05-16T00:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.5,7.1,0.0,1.9,GOOD
2026-05-16T00:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,24.4,3.9,0.0,1.8,GOOD
2026-05-16T00:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,24.9,4.7,0.0,2.3,GOOD
2026-05-16T00:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.5,10.2,0.0,2.9,GOOD
2026-05-16T01:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.3,11.6,0.0,1.8,GOOD
2026-05-16T01:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.9,8.4,0.0,3.1,GOOD
2026-05-16T01:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.2,9.4,0.0,1.3,GOOD
2026-05-16T01:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.7,12.3,0.0,2.0,GOOD
2026-05-16T02:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.0,7.6,0.0,2.9,GOOD
2026-05-16T02:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.7,13.2,0.0,2.5,GOOD
2026-05-16T02:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.9,7.7,0.0,2.6,GOOD
2026-05-16T02:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.7,12.5,0.0,1.9,GOOD
2026-05-16T03:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,15.6,0.0,2.4,GOOD
2026-05-16T03:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.5,14.3,0.0,2.5,GOOD
2026-05-16T03:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.6,15.7,0.0,2.4,GOOD
2026-05-16T03:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.7,15.5,0.0,2.1,GOOD
2026-05-16T04:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.1,12.7,0.0,1.9,GOOD
2026-05-16T04:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.1,15.0,0.0,1.0,GOOD
2026-05-16T04:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.8,15.1,0.0,2.3,GOOD
2026-05-16T04:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.2,15.9,0.0,2.4,GOOD
2026-05-16T05:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.2,16.7,0.0,3.9,GOOD
2026-05-16T05:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.4,17.2,0.0,2.3,GOOD
2026-05-16T05:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.3,12.7,0.0,2.0,GOOD
2026-05-16T05:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.4,9.0,0.0,3.0,GOOD
2026-05-16T06:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.5,6.0,0.0,4.2,GOOD
2026-05-16T06:15:00+05:30,PUNE_WEST,57.8,376.2,12.0,25.5,8.7,0.0,1.3,GOOD
2026-05-16T06:30:00+05:30,PUNE_WEST,82.3,522.8,18.6,25.3,11.7,0.0,2.6,GOOD
2026-05-16T06:45:00+05:30,PUNE_WEST,139.1,681.4,31.6,25.8,11.9,0.0,1.9,GOOD
2026-05-16T07:00:00+05:30,PUNE_WEST,159.4,572.5,35.7,26.3,11.3,0.0,2.5,GOOD
2026-05-16T07:15:00+05:30,PUNE_WEST,235.3,686.4,47.2,26.8,7.8,0.0,1.9,GOOD
2026-05-16T07:30:00+05:30,PUNE_WEST,283.1,671.0,60.9,28.4,10.0,0.0,2.2,GOOD
2026-05-16T07:45:00+05:30,PUNE_WEST,352.8,730.1,70.0,28.7,7.4,0.0,2.8,GOOD
2026-05-16T08:00:00+05:30,PUNE_WEST,410.5,704.8,98.7,28.3,13.9,0.0,2.0,GOOD
2026-05-16T08:15:00+05:30,PUNE_WEST,461.1,682.9,122.4,28.0,17.8,0.0,2.5,GOOD
2026-05-16T08:30:00+05:30,PUNE_WEST,536.5,759.0,120.7,28.9,11.5,0.0,2.1,GOOD
2026-05-16T08:45:00+05:30,PUNE_WEST,570.4,741.6,127.1,30.4,11.2,0.0,3.3,GOOD
